nirf_id,program_level,intake_year,first_year_intake,first_year_admitted,lateral_entry_year,lateral_entry_count,graduating_year,graduating_min_time,students_placed,median_salary,students_higher_studies
IR-E-C-36974,PG,2020-21,36,2,,,2021-22,2,1,240000,0
IR-E-C-36974,PG,2021-22,36,9,,,2022-23,9,2,140000,0
IR-E-C-37065,UG,2019-20,1680,1417,2020-21,178,2022-23,1444,1197,450000,54
IR-E-C-37065,UG,2020-21,1680,1285,2021-22,306,2023-24,1310,1066,350000,48
IR-E-C-37065,UG,2021-22,1620,1467,2022-23,223,2024-25,1450,1105,400000,49
IR-E-C-37065,PG,2021-22,102,44,,,2022-23,41,29,400000,2
IR-E-C-37065,PG,2022-23,66,45,,,2023-24,40,22,300000,0
IR-E-C-37065,PG,2023-24,42,28,,,2024-25,25,16,300000,0
IR-E-C-36926,UG,2018-19,1260,1203,2019-20,155,2021-22,1287,980,400000,222
IR-E-C-36926,UG,2019-20,1260,1093,2020-21,190,2022-23,1197,970,500000,196
IR-E-C-36926,UG,2020-21,1320,1070,2021-22,313,2023-24,1229,949,500000,208
IR-E-C-36926,PG,2020-21,210,141,,,2021-22,135,103,350000,4
IR-E-C-36926,PG,2021-22,210,169,,,2022-23,161,138,400000,5
IR-E-C-36926,PG,2022-23,240,155,,,2023-24,144,136,400000,5
IR-E-C-36958,UG,2018-19,840,511,2019-20,135,2021-22,629,619,420000,10
IR-E-C-36958,UG,2019-20,720,595,2020-21,153,2022-23,662,646,423000,16
IR-E-C-36958,UG,2020-21,720,521,2021-22,221,2023-24,688,637,414000,28
IR-E-C-36958,PG,2020-21,72,51,,,2021-22,51,51,400000,0
IR-E-C-36958,PG,2021-22,72,55,,,2022-23,55,54,410000,1
IR-E-C-36958,PG,2022-23,24,24,,,2023-24,19,18,411000,1
IR-E-C-37015,UG,2018-19,915,472,2019-20,13,2021-22,406,290,288000,37
IR-E-C-37015,UG,2019-20,855,266,2020-21,12,2022-23,214,162,295000,17
IR-E-C-37015,UG,2020-21,990,750,2021-22,4,2023-24,94,77,210000,4
IR-E-C-37015,PG,2020-21,66,19,,,2021-22,19,17,322000,2
IR-E-C-37015,PG,2021-22,66,29,,,2022-23,29,25,329500,3
IR-E-C-37015,PG,2022-23,66,2,,,2023-24,1,1,240000,0
IR-E-C-37089,UG,2018-19,1020,991,2019-20,103,2021-22,1058,742,452000,55
IR-E-C-37089,UG,2019-20,1020,920,2020-21,108,2022-23,967,745,480000,78
IR-E-C-37089,UG,2020-21,1080,893,2021-22,219,2023-24,993,858,540000,72
IR-E-C-37089,PG,2020-21,42,9,,,2021-22,9,3,550000,0
IR-E-C-37089,PG,2021-22,42,18,,,2022-23,16,2,420000,3
IR-E-C-37089,PG,2022-23,42,7,,,2023-24,7,5,500000,2
IR-E-C-37089,PG,2017-18,0,0,,,2021-22,0,0,0,0
IR-E-C-37089,PG,2018-19,0,0,,,2022-23,0,0,0,0
IR-E-C-37089,PG,2019-20,0,0,,,2023-24,0,0,0,0
IR-E-C-37094,UG,2018-19,900,690,2019-20,41,2021-22,699,574,300000,52
IR-E-C-37094,UG,2019-20,900,708,2020-21,35,2022-23,706,557,325000,22
IR-E-C-37094,UG,2020-21,780,730,2021-22,47,2023-24,738,501,325000,30
IR-E-C-37094,PG,2020-21,75,19,,,2021-22,19,15,275000,2
IR-E-C-37094,PG,2021-22,57,21,,,2022-23,19,10,350000,0
IR-E-C-37094,PG,2022-23,75,13,,,2023-24,13,10,350000,0
IR-E-C-37032,UG,2018-19,780,435,2019-20,40,2021-22,459,252,300000,27
IR-E-C-37032,UG,2019-20,600,330,2020-21,25,2022-23,335,172,400000,6
IR-E-C-37032,UG,2020-21,540,295,2021-22,64,2023-24,309,175,350000,24
IR-E-C-37032,PG,2020-21,45,30,,,2021-22,30,1,285120,1
IR-E-C-37032,PG,2021-22,27,19,,,2022-23,15,15,400000,0
IR-E-C-37032,PG,2022-23,27,6,,,2023-24,4,4,250000,0
IR-E-C-36947,UG,2018-19,1200,658,2019-20,192,2021-22,831,753,461000,61
IR-E-C-36947,UG,2019-20,1020,708,2020-21,226,2022-23,917,799,521000,93
IR-E-C-36947,UG,2020-21,930,658,2021-22,192,2023-24,831,753,545000,61
IR-E-C-36947,PG,2020-21,24,16,,,2021-22,14,11,360000,1
IR-E-C-36947,PG,2021-22,24,16,,,2022-23,12,11,400000,1
IR-E-C-36947,PG,2022-23,24,10,,,2023-24,9,8,420000,1
IR-E-C-37080,UG,2018-19,1020,456,2019-20,27,2021-22,379,354,583000,25
IR-E-C-37080,UG,2019-20,930,763,2020-21,41,2022-23,692,628,509000,57
IR-E-C-37080,UG,2020-21,930,534,2021-22,120,2023-24,550,469,570050,73
IR-E-C-37080,PG,2020-21,84,36,,,2021-22,36,36,496540,0
IR-E-C-37080,PG,2021-22,90,26,,,2022-23,26,19,476450,5
IR-E-C-37080,PG,2022-23,90,17,,,2023-24,17,15,561000,2
IR-E-C-36938,UG,2018-19,360,271,2019-20,8,2021-22,181,158,214000,9
IR-E-C-36938,UG,2019-20,300,119,2020-21,30,2022-23,124,106,250000,11
IR-E-C-36938,UG,2020-21,300,98,2021-22,112,2023-24,180,171,300000,9
IR-E-C-36938,PG,2020-21,68,10,,,2021-22,9,8,425000,0
IR-E-C-36938,PG,2021-22,68,22,,,2022-23,14,14,350000,0
IR-E-C-36938,PG,2022-23,68,10,,,2023-24,10,9,360000,1
IR-E-C-37031,UG,2017-18,600,164,2018-19,29,2020-21,155,93,300000,4
IR-E-C-37031,UG,2018-19,450,109,2019-20,5,2021-22,67,52,400000,2
IR-E-C-37031,UG,2019-20,360,53,2020-21,0,2022-23,35,30,250000,4
IR-E-C-37031,PG,2019-20,87,39,,,2020-21,36,18,300000,0
IR-E-C-37031,PG,2020-21,87,15,,,2021-22,14,10,350000,0
IR-E-C-37031,PG,2021-22,87,31,,,2022-23,26,16,300000,0
IR-E-C-37036,UG,2018-19,600,387,2019-20,21,2021-22,380,309,452000,49
IR-E-C-37036,UG,2019-20,480,358,2020-21,58,2022-23,362,314,460000,40
IR-E-C-37036,UG,2020-21,600,405,2021-22,155,2023-24,515,345,780000,163
IR-E-C-37036,PG,2020-21,12,10,,,2021-22,10,10,400000,0
IR-E-C-37036,PG,2021-22,12,10,,,2022-23,10,10,424000,0
IR-E-C-37036,PG,2022-23,12,12,,,2023-24,12,6,755000,6
IR-E-C-37035,UG,2018-19,420,134,2019-20,2,2021-22,117,109,250000,0
IR-E-C-37035,UG,2019-20,420,365,2020-21,5,2022-23,149,143,350000,3
IR-E-C-37035,UG,2020-21,420,348,2021-22,55,2023-24,228,228,300000,0
IR-E-C-36929,UG,2018-19,540,361,2019-20,21,2021-22,340,276,300000,29
IR-E-C-36929,UG,2019-20,660,513,2020-21,96,2022-23,450,428,450000,22
IR-E-C-36929,UG,2020-21,600,416,2021-22,96,2023-24,392,360,460000,23
IR-E-C-36929,PG,2020-21,36,2,,,2021-22,1,0,0,0
IR-E-C-36929,PG,2021-22,36,21,,,2022-23,16,16,450000,0
IR-E-C-36929,PG,2022-23,27,9,,,2023-24,6,4,480000,0
IR-E-C-37057,UG,2018-19,660,441,2019-20,25,2021-22,466,299,450000,13
IR-E-C-37057,UG,2019-20,660,441,2020-21,25,2022-23,453,366,550000,25
IR-E-C-37057,UG,2020-21,660,599,2021-22,53,2023-24,588,472,480000,33
IR-E-C-37057,PG,2020-21,45,8,,,2021-22,4,4,400000,0
IR-E-C-37057,PG,2021-22,45,16,,,2022-23,11,9,500000,0
IR-E-C-37057,PG,2022-23,45,8,,,2023-24,7,6,500000,0
IR-E-C-37041,UG,2018-19,540,234,2019-20,61,2021-22,250,204,350000,5
IR-E-C-37041,UG,2019-20,420,234,2020-21,37,2022-23,230,225,320000,2
IR-E-C-37041,UG,2020-21,420,148,2021-22,173,2023-24,261,246,216000,0
IR-E-C-37041,PG,2020-21,27,4,,,2021-22,4,0,0,0
IR-E-C-37041,PG,2021-22,27,6,,,2022-23,6,0,0,0
IR-E-C-37041,PG,2022-23,27,2,,,2023-24,2,0,0,0
IR-E-C-37087,UG,2019-20,360,143,2020-21,58,2022-23,90,90,240000,0
IR-E-C-37087,UG,2020-21,360,172,2021-22,198,2023-24,205,203,270000,2
IR-E-C-37087,UG,2021-22,360,205,2022-23,126,2024-25,116,115,385000,1
IR-E-C-37087,PG,2021-22,114,38,,,2022-23,22,0,0,0
IR-E-C-37087,PG,2022-23,114,22,,,2023-24,11,0,0,0
IR-E-C-37087,PG,2023-24,24,19,,,2024-25,11,0,0,0
IR-E-C-37070,UG,2018-19,660,582,2019-20,45,2021-22,568,529,455000,38
IR-E-C-37070,UG,2019-20,660,628,2020-21,36,2022-23,574,529,670000,45
IR-E-C-37070,UG,2020-21,660,544,2021-22,60,2023-24,581,527,820000,54
IR-E-C-37070,PG,2020-21,90,76,,,2021-22,68,26,480000,2
IR-E-C-37070,PG,2021-22,90,76,,,2022-23,66,36,700000,2
IR-E-C-37070,PG,2022-23,90,46,,,2023-24,40,30,600000,3
IR-E-C-36989,UG,2018-19,480,223,2019-20,7,2021-22,212,182,400000,4
IR-E-C-36989,UG,2019-20,480,256,2020-21,11,2022-23,238,152,320000,5
IR-E-C-36989,UG,2020-21,480,282,2021-22,76,2023-24,202,169,400000,16
IR-E-C-36989,PG,2020-21,18,1,,,2021-22,1,0,0,0
IR-E-C-36989,PG,2021-22,18,6,,,2022-23,6,0,0,0
IR-E-C-36989,PG,2022-23,18,6,,,2023-24,4,3,319000,0
IR-E-C-37038,UG,2018-19,540,176,2019-20,3,2021-22,134,84,300000,1
IR-E-C-37038,UG,2019-20,330,303,2020-21,5,2022-23,189,174,350000,6
IR-E-C-37038,UG,2020-21,330,150,2021-22,51,2023-24,177,163,280000,1
IR-E-C-37038,PG,2020-21,27,0,,,2021-22,0,0,0,0
IR-E-C-37038,PG,2021-22,27,2,,,2022-23,2,1,350000,0
IR-E-C-37038,PG,2022-23,12,1,,,2023-24,1,1,294000,0
IR-E-C-16511,UG,2018-19,630,118,2019-20,14,2021-22,132,88,250000,6
IR-E-C-16511,UG,2019-20,540,156,2020-21,10,2022-23,143,107,250000,13
IR-E-C-16511,UG,2020-21,480,88,2021-22,42,2023-24,70,49,280000,7
IR-E-C-16511,PG,2020-21,42,14,,,2021-22,12,0,0,0
IR-E-C-16511,PG,2021-22,42,12,,,2022-23,8,0,0,0
IR-E-C-16511,PG,2022-23,42,7,,,2023-24,5,0,0,0
IR-E-C-37043,UG,2017-18,450,129,2018-19,16,2020-21,115,106,175000,7
IR-E-C-37043,UG,2018-19,330,61,2019-20,4,2021-22,56,47,120000,5
IR-E-C-37043,UG,2019-20,210,70,2020-21,0,2022-23,61,39,250000,13
IR-E-C-37043,PG,2019-20,36,2,,,2020-21,1,1,450000,0
IR-E-C-37043,PG,2020-21,24,2,,,2021-22,2,2,355000,0
IR-E-C-37043,PG,2021-22,27,6,,,2022-23,3,3,332000,0
IR-E-C-37090,UG,2018-19,300,93,2019-20,2,2021-22,64,52,180000,0
IR-E-C-37090,UG,2019-20,300,57,2020-21,4,2022-23,39,39,180000,0
IR-E-C-37090,UG,2020-21,300,178,2021-22,0,2023-24,137,133,520000,4
IR-E-C-37051,UG,2018-19,420,169,2019-20,37,2021-22,108,86,264000,2
IR-E-C-37051,UG,2019-20,360,132,2020-21,10,2022-23,84,72,300000,2
IR-E-C-37051,UG,2020-21,390,74,2021-22,11,2023-24,47,44,240000,0
IR-E-C-37051,PG,2020-21,144,81,,,2021-22,18,13,240000,0
IR-E-C-37051,PG,2021-22,144,93,,,2022-23,63,27,252000,0
IR-E-C-37051,PG,2022-23,144,36,,,2023-24,30,20,240000,0
IR-E-C-37021,UG,2018-19,540,139,2019-20,115,2021-22,213,207,350000,4
IR-E-C-37021,UG,2019-20,360,119,2020-21,63,2022-23,133,126,240000,7
IR-E-C-37021,UG,2020-21,300,293,2021-22,13,2023-24,217,197,300000,15
IR-E-C-36985,UG,2018-19,390,200,2019-20,20,2021-22,150,25,240000,5
IR-E-C-36985,UG,2019-20,330,124,2020-21,20,2022-23,64,59,240000,5
IR-E-C-36985,UG,2020-21,270,107,2021-22,64,2023-24,121,116,364489,1
IR-E-C-36985,PG,2020-21,36,36,,,2021-22,30,0,0,0
IR-E-C-36985,PG,2021-22,36,32,,,2022-23,13,0,0,0
IR-E-C-36985,PG,2022-23,36,20,,,2023-24,4,0,0,0
IR-E-C-36999,UG,2018-19,900,687,2019-20,94,2021-22,765,461,336000,33
IR-E-C-36999,UG,2019-20,900,702,2020-21,39,2022-23,704,476,460000,45
IR-E-C-36999,UG,2020-21,900,913,2021-22,90,2023-24,956,902,500000,47
IR-E-C-36999,PG,2020-21,54,54,,,2021-22,54,44,450000,1
IR-E-C-36999,PG,2021-22,63,63,,,2022-23,54,51,420000,1
IR-E-C-36999,PG,2022-23,63,53,,,2023-24,51,49,450000,1
IR-E-C-37055,UG,2017-18,660,445,2018-19,26,2020-21,413,267,290000,9
IR-E-C-37055,UG,2018-19,660,339,2019-20,18,2021-22,288,202,310000,11
IR-E-C-37055,UG,2019-20,720,239,2020-21,37,2022-23,124,73,325000,7
IR-E-C-37055,PG,2019-20,72,12,,,2020-21,12,10,400000,0
IR-E-C-37055,PG,2020-21,72,13,,,2021-22,13,12,400000,0
IR-E-C-37055,PG,2021-22,72,17,,,2022-23,8,8,400000,0
IR-E-C-37001,UG,2018-19,555,220,2019-20,8,2021-22,165,116,400000,47
IR-E-C-37001,UG,2019-20,600,178,2020-21,17,2022-23,124,97,400000,27
IR-E-C-37001,UG,2020-21,330,118,2021-22,120,2023-24,185,151,420000,34
IR-E-C-37001,PG,2020-21,84,29,,,2021-22,20,13,500000,7
IR-E-C-37001,PG,2021-22,84,51,,,2022-23,35,28,500000,7
IR-E-C-37001,PG,2022-23,84,52,,,2023-24,40,32,550000,8
IR-E-C-25020,UG,2018-19,270,114,2019-20,8,2021-22,92,86,240000,3
IR-E-C-25020,UG,2019-20,270,176,2020-21,5,2022-23,112,110,250000,2
IR-E-C-25020,UG,2020-21,270,156,2021-22,52,2023-24,92,92,250000,0
IR-E-C-25020,PG,2020-21,32,8,,,2021-22,8,0,0,0
IR-E-C-25020,PG,2021-22,36,5,,,2022-23,5,0,0,0
IR-E-C-25020,PG,2022-23,36,2,,,2023-24,2,0,0,0
IR-E-C-25014,UG,2018-19,420,195,2019-20,10,2021-22,171,115,210000,5
IR-E-C-25014,UG,2019-20,330,203,2020-21,24,2022-23,200,135,204000,11
IR-E-C-25014,UG,2020-21,330,313,2021-22,28,2023-24,203,182,216000,12
IR-E-C-25014,PG,2020-21,18,12,,,2021-22,11,0,0,0
IR-E-C-25014,PG,2021-22,18,5,,,2022-23,3,3,300000,0
IR-E-C-25014,PG,2022-23,18,7,,,2023-24,7,6,300000,1
IR-E-C-24999,UG,2017-18,300,174,2018-19,14,2020-21,134,12,120000,5
IR-E-C-24999,UG,2018-19,300,80,2019-20,13,2021-22,77,35,120000,6
IR-E-C-24999,UG,2019-20,300,128,2020-21,22,2022-23,78,49,120000,4
IR-E-C-49138,UG,2018-19,300,48,2019-20,6,2021-22,12,11,234000,1
IR-E-C-49138,UG,2019-20,246,27,2020-21,16,2022-23,16,14,276000,2
IR-E-C-49138,UG,2020-21,246,108,2021-22,21,2023-24,35,35,225000,0
IR-E-C-49141,UG,2019-20,300,267,2020-21,39,2022-23,205,131,334000,8
IR-E-C-49141,UG,2020-21,300,248,2021-22,66,2023-24,213,130,350000,9
IR-E-C-49141,UG,2021-22,300,228,2022-23,63,2024-25,231,183,300000,9
IR-E-C-49142,UG,2018-19,252,252,2019-20,61,2021-22,272,115,375000,12
IR-E-C-49142,UG,2019-20,268,268,2020-21,42,2022-23,260,82,375000,9
IR-E-C-49142,UG,2020-21,235,232,2021-22,68,2023-24,186,164,360000,9
IR-E-C-25054,UG,2017-18,600,531,2018-19,34,2020-21,541,493,410000,18
IR-E-C-25054,UG,2018-19,600,376,2019-20,28,2021-22,363,342,468000,6
IR-E-C-25054,UG,2019-20,480,445,2020-21,34,2022-23,448,402,512000,28
IR-E-C-25054,PG,2019-20,54,5,,,2020-21,5,5,300000,0
IR-E-C-25054,PG,2020-21,24,7,,,2021-22,7,7,342000,0
IR-E-C-25054,PG,2021-22,24,16,,,2022-23,16,16,448000,0
IR-E-C-25002,UG,2018-19,300,162,2019-20,14,2021-22,108,80,174000,8
IR-E-C-25002,UG,2019-20,300,130,2020-21,101,2022-23,146,126,189000,4
IR-E-C-25002,UG,2020-21,300,211,2021-22,101,2023-24,131,127,300000,4
IR-E-C-25002,PG,2020-21,96,53,,,2021-22,50,50,352000,0
IR-E-C-25002,PG,2021-22,96,91,,,2022-23,43,42,372000,1
IR-E-C-25002,PG,2022-23,96,20,,,2023-24,9,4,320000,1
IR-E-C-25016,UG,2018-19,300,68,2019-20,3,2021-22,38,25,300000,2
IR-E-C-25016,UG,2019-20,300,20,2020-21,33,2022-23,28,15,300000,1
IR-E-C-25016,UG,2020-21,270,86,2021-22,173,2023-24,60,44,300000,3
IR-E-C-25016,PG,2020-21,18,3,,,2021-22,2,2,400000,0
IR-E-C-25016,PG,2021-22,18,18,,,2022-23,12,8,400000,0
IR-E-C-25016,PG,2022-23,18,11,,,2023-24,7,5,400000,0
IR-E-C-25007,UG,2018-19,420,158,2019-20,3,2021-22,96,95,225000,1
IR-E-C-25007,UG,2019-20,420,140,2020-21,11,2022-23,43,43,250000,0
IR-E-C-25007,UG,2020-21,420,192,2021-22,40,2023-24,74,74,252000,0
IR-E-C-25007,PG,2020-21,18,2,,,2021-22,2,2,250000,0
IR-E-C-25007,PG,2021-22,18,11,,,2022-23,2,2,300000,0
IR-E-C-25007,PG,2022-23,18,5,,,2023-24,4,4,200000,0
IR-E-C-25028,UG,2017-18,480,324,2018-19,22,2020-21,303,274,325000,18
IR-E-C-25028,UG,2018-19,480,203,2019-20,23,2021-22,209,188,350000,21
IR-E-C-25028,UG,2019-20,420,191,2020-21,35,2022-23,177,152,400000,25
IR-E-C-25028,PG,2019-20,27,0,,,2020-21,0,0,0,0
IR-E-C-25028,PG,2020-21,18,5,,,2021-22,4,4,325000,0
IR-E-C-25028,PG,2021-22,18,4,,,2022-23,4,3,500000,0
IR-E-C-25004,UG,2019-20,660,378,2020-21,17,2022-23,306,300,250000,5
IR-E-C-25004,UG,2020-21,540,285,2021-22,50,2023-24,238,225,300000,5
IR-E-C-25004,UG,2021-22,540,363,2022-23,34,2024-25,360,200,350000,10
IR-E-C-24993,UG,2018-19,540,247,2019-20,12,2021-22,256,134,450000,0
IR-E-C-24993,UG,2019-20,516,300,2020-21,12,2022-23,291,253,370000,14
IR-E-C-24993,UG,2020-21,516,215,2021-22,114,2023-24,163,157,240000,5
IR-E-C-24993,PG,2020-21,60,13,,,2021-22,5,1,450000,0
IR-E-C-24993,PG,2021-22,60,15,,,2022-23,15,13,350000,0
IR-E-C-24993,PG,2022-23,60,18,,,2023-24,15,11,300000,0
IR-E-C-24984,UG,2018-19,1500,812,2019-20,42,2021-22,791,557,290000,25
IR-E-C-24984,UG,2019-20,1320,897,2020-21,75,2022-23,844,600,270000,10
IR-E-C-24984,UG,2020-21,1380,806,2021-22,200,2023-24,776,758,450000,18
IR-E-C-24984,PG,2020-21,72,8,,,2021-22,6,0,0,0
IR-E-C-24984,PG,2021-22,72,7,,,2022-23,7,0,0,0
IR-E-C-24984,PG,2022-23,72,9,,,2023-24,7,7,600000,0
IR-E-C-50925,UG,2018-19,420,332,2019-20,17,2021-22,335,133,350000,24
IR-E-C-50925,UG,2019-20,420,256,2020-21,5,2022-23,227,143,540000,10
IR-E-C-50925,UG,2020-21,420,210,2021-22,3,2023-24,181,123,419000,16
IR-E-C-25012,UG,2018-19,840,200,2019-20,8,2021-22,160,96,276000,10
IR-E-C-25012,UG,2019-20,690,249,2020-21,9,2022-23,115,69,300000,7
IR-E-C-25012,UG,2020-21,690,287,2021-22,15,2023-24,198,98,350000,15
IR-E-C-25012,PG,2020-21,171,57,,,2021-22,50,30,336000,2
IR-E-C-25012,PG,2021-22,171,133,,,2022-23,82,49,360000,1
IR-E-C-25012,PG,2022-23,270,127,,,2023-24,98,52,375000,2
IR-E-C-25046,UG,2018-19,630,277,2019-20,80,2021-22,333,272,405000,57
IR-E-C-25046,UG,2019-20,510,305,2020-21,91,2022-23,311,305,415000,5
IR-E-C-25046,UG,2020-21,420,194,2021-22,203,2023-24,208,200,425000,8
IR-E-U-0443,UG,2018-19,1200,543,2019-20,65,2021-22,463,321,321400,120
IR-E-U-0443,UG,2019-20,1380,864,2020-21,72,2022-23,719,473,380800,168
IR-E-U-0443,UG,2020-21,1380,750,2021-22,172,2023-24,649,262,250000,212
IR-E-U-0443,PG,2020-21,225,29,,,2021-22,28,21,411500,5
IR-E-U-0443,PG,2021-22,216,21,,,2022-23,20,18,428600,2
IR-E-U-0443,PG,2022-23,216,26,,,2023-24,22,17,426700,5
IR-E-C-25010,UG,2018-19,480,156,2019-20,18,2021-22,126,80,300000,11
IR-E-C-25010,UG,2019-20,480,187,2020-21,23,2022-23,136,74,320000,7
IR-E-C-25010,UG,2020-21,300,225,2021-22,62,2023-24,109,75,350000,2
IR-E-C-25010,PG,2020-21,72,5,,,2021-22,5,3,400000,0
IR-E-C-25010,PG,2021-22,72,28,,,2022-23,11,5,450000,0
IR-E-C-25010,PG,2022-23,72,22,,,2023-24,20,3,450000,3
IR-E-C-25006,UG,2019-20,660,591,2020-21,28,2022-23,565,329,336000,9
IR-E-C-25006,UG,2020-21,660,449,2021-22,35,2023-24,427,150,350000,10
IR-E-C-25006,UG,2021-22,600,572,2022-23,37,2024-25,562,364,405994,31
IR-E-C-25006,PG,2021-22,24,16,,,2022-23,16,0,0,1
IR-E-C-25006,PG,2022-23,24,6,,,2023-24,6,3,287500,1
IR-E-C-25006,PG,2023-24,24,11,,,2024-25,9,4,239000,2
IR-E-C-25022,UG,2018-19,510,109,2019-20,5,2021-22,65,60,200000,4
IR-E-C-25022,UG,2019-20,570,73,2020-21,3,2022-23,60,45,250000,5
IR-E-C-25022,UG,2020-21,360,186,2021-22,17,2023-24,70,64,300000,6
IR-E-C-16537,UG,2019-20,1320,1102,2020-21,43,2022-23,1089,714,400000,93
IR-E-C-16537,UG,2020-21,1170,1023,2021-22,78,2023-24,962,815,460000,126
IR-E-C-16537,UG,2021-22,1260,1276,2022-23,20,2024-25,1114,884,475000,131
IR-E-C-16537,PG,2021-22,90,44,,,2022-23,35,23,450000,2
IR-E-C-16537,PG,2022-23,90,18,,,2023-24,15,14,450000,1
IR-E-C-16537,PG,2023-24,18,4,,,2024-25,4,4,708000,0
IR-E-I-1119,UG,2018-19,240,49,2019-20,8,2021-22,46,32,240000,3
IR-E-I-1119,UG,2019-20,240,39,2020-21,2,2022-23,34,34,400000,0
IR-E-I-1119,UG,2020-21,240,108,2021-22,32,2023-24,85,85,400000,0
IR-E-I-1119,PG,2020-21,72,36,,,2021-22,24,24,250000,0
IR-E-I-1119,PG,2021-22,78,48,,,2022-23,34,28,370000,0
IR-E-I-1119,PG,2022-23,78,59,,,2023-24,43,43,370000,0
IR-E-C-25043,UG,2017-18,480,215,2018-19,15,2020-21,195,140,180000,2
IR-E-C-25043,UG,2018-19,480,183,2019-20,12,2021-22,163,131,174000,3
IR-E-C-25043,UG,2019-20,390,231,2020-21,15,2022-23,156,119,180000,1
IR-E-C-25043,PG,2019-20,48,0,,,2020-21,0,0,0,0
IR-E-C-25043,PG,2020-21,48,4,,,2021-22,4,1,360000,0
IR-E-C-25043,PG,2021-22,36,1,,,2022-23,1,1,360000,0
IR-E-C-25031,UG,2018-19,420,124,2019-20,4,2021-22,73,34,150000,21
IR-E-C-25031,UG,2019-20,420,240,2020-21,3,2022-23,68,34,180000,12
IR-E-C-25031,UG,2020-21,360,47,2021-22,10,2023-24,19,9,180000,5
IR-E-C-25069,UG,2018-19,420,128,2019-20,14,2021-22,100,55,216000,18
IR-E-C-25069,UG,2019-20,420,94,2020-21,17,2022-23,55,40,219000,15
IR-E-C-25069,UG,2020-21,420,42,2021-22,90,2023-24,39,28,240000,5
IR-E-C-25069,PG,2020-21,90,30,,,2021-22,16,11,150000,0
IR-E-C-25069,PG,2021-22,90,46,,,2022-23,33,20,240000,0
IR-E-C-25069,PG,2022-23,90,15,,,2023-24,10,5,300000,0
IR-E-C-16503,UG,2018-19,720,182,2019-20,10,2021-22,143,132,350000,8
IR-E-C-16503,UG,2019-20,720,348,2020-21,26,2022-23,195,183,305000,12
IR-E-C-16503,UG,2020-21,450,320,2021-22,15,2023-24,321,238,350000,12
IR-E-C-16503,PG,2020-21,114,39,,,2021-22,25,7,500000,0
IR-E-C-16503,PG,2021-22,102,70,,,2022-23,17,14,500000,0
IR-E-C-16503,PG,2022-23,114,60,,,2023-24,56,14,500000,0
IR-E-C-25005,UG,2018-19,300,112,2019-20,3,2021-22,73,36,300000,13
IR-E-C-25005,UG,2019-20,300,33,2020-21,56,2022-23,54,21,350000,8
IR-E-C-25005,UG,2020-21,240,45,2021-22,63,2023-24,69,48,350000,10
IR-E-C-25005,PG,2020-21,120,73,,,2021-22,62,23,368000,0
IR-E-C-25005,PG,2021-22,120,68,,,2022-23,47,21,400000,0
IR-E-C-25005,PG,2022-23,120,44,,,2023-24,36,21,400000,0
IR-E-C-25062,UG,2019-20,240,72,2020-21,7,2022-23,49,44,170400,0
IR-E-C-25062,UG,2020-21,240,83,2021-22,38,2023-24,42,39,180000,3
IR-E-C-25062,UG,2021-22,240,132,2022-23,15,2024-25,58,52,216900,2
IR-E-C-25038,UG,2018-19,480,216,2019-20,9,2021-22,154,146,355000,8
IR-E-C-25038,UG,2019-20,480,173,2020-21,5,2022-23,89,88,380000,1
IR-E-C-25038,UG,2020-21,480,219,2021-22,5,2023-24,113,110,300000,2
IR-E-C-25038,PG,2020-21,45,4,,,2021-22,4,2,300000,0
IR-E-C-25038,PG,2021-22,45,5,,,2022-23,5,4,490000,1
IR-E-C-25038,PG,2022-23,45,7,,,2023-24,7,7,400000,0
IR-E-C-25024,UG,2018-19,480,303,2019-20,38,2021-22,250,244,150000,6
IR-E-C-25024,UG,2019-20,390,217,2020-21,32,2022-23,173,173,320000,0
IR-E-C-25024,UG,2020-21,360,146,2021-22,32,2023-24,164,153,216000,11
IR-E-C-25024,PG,2020-21,78,9,,,2021-22,7,6,224000,0
IR-E-C-25024,PG,2021-22,78,16,,,2022-23,11,8,240000,0
IR-E-C-25024,PG,2022-23,36,4,,,2023-24,4,4,300000,0
IR-E-C-27035,UG,2019-20,540,302,2020-21,24,2022-23,326,116,300000,76
IR-E-C-27035,UG,2020-21,540,287,2021-22,92,2023-24,378,197,220000,134
IR-E-C-27035,UG,2021-22,540,381,2022-23,65,2024-25,372,216,644166,119
IR-E-C-48273,UG,2018-19,540,536,2019-20,46,2021-22,504,323,240000,26
IR-E-C-48273,UG,2019-20,540,525,2020-21,42,2022-23,460,408,216000,31
IR-E-C-48273,UG,2020-21,540,555,2021-22,42,2023-24,450,379,225000,45
IR-E-C-48273,PG,2020-21,96,60,,,2021-22,48,5,240000,2
IR-E-C-48273,PG,2021-22,156,140,,,2022-23,108,15,216000,1
IR-E-C-48273,PG,2022-23,156,119,,,2023-24,102,39,225000,10
IR-E-C-60622,UG,2018-19,300,212,2019-20,15,2021-22,163,103,198000,6
IR-E-C-60622,UG,2019-20,300,178,2020-21,13,2022-23,129,119,200000,10
IR-E-C-60622,UG,2020-21,300,184,2021-22,57,2023-24,110,98,192000,12
IR-E-C-60622,PG,2020-21,24,4,,,2021-22,3,0,0,0
IR-E-C-60622,PG,2021-22,24,7,,,2022-23,5,4,200000,0
IR-E-C-60622,PG,2022-23,48,15,,,2023-24,7,4,200000,0
