nirf_id,program_level,intake_year,first_year_intake,first_year_admitted,lateral_entry_year,lateral_entry_count,graduating_year,graduating_min_time,students_placed,median_salary,students_higher_studies
IR-E-C-16468,UG,2018-19,1020,401,2019-20,21,2021-22,350,318,275000,2
IR-E-C-16468,UG,2019-20,1020,337,2020-21,29,2022-23,260,248,280000,4
IR-E-C-16468,UG,2020-21,1020,291,2021-22,65,2023-24,228,219,228000,9
IR-E-C-16504,UG,2017-18,840,760,2018-19,149,2020-21,883,791,484000,92
IR-E-C-16504,PG,2019-20,90,58,,,2020-21,58,54,540000,4
IR-E-C-16577,UG,2018-19,700,173,2019-20,13,2021-22,178,153,300000,7
IR-E-C-16577,UG,2019-20,700,215,2020-21,22,2022-23,123,112,350000,11
IR-E-C-16577,UG,2020-21,700,85,2021-22,218,2023-24,115,87,260000,8
IR-E-C-16577,PG,2020-21,81,19,,,2021-22,11,9,325000,2
IR-E-C-16577,PG,2021-22,81,52,,,2022-23,29,27,400000,0
IR-E-C-16577,PG,2022-23,81,27,,,2023-24,22,18,350000,0
IR-E-C-16541,UG,2016-17,720,265,2017-18,1,2019-20,209,197,400000,12
IR-E-C-16541,UG,2017-18,720,405,2018-19,6,2020-21,390,189,350000,15
IR-E-C-16541,UG,2018-19,600,74,2019-20,1,2021-22,74,60,380000,10
IR-E-C-16541,PG,2018-19,90,28,,,2019-20,22,20,350000,0
IR-E-C-16541,PG,2019-20,90,17,,,2020-21,16,13,300000,0
IR-E-C-16541,PG,2020-21,90,13,,,2021-22,10,10,300000,0
IR-E-C-16624,UG,2018-19,1020,502,2019-20,44,2021-22,482,462,400000,18
IR-E-C-16624,UG,2019-20,1080,572,2020-21,28,2022-23,499,422,400000,26
IR-E-C-16624,UG,2020-21,1020,766,2021-22,99,2023-24,689,463,400000,21
IR-E-C-16624,PG,2020-21,126,13,,,2021-22,13,10,300000,3
IR-E-C-16624,PG,2021-22,90,24,,,2022-23,23,5,420000,1
IR-E-C-16624,PG,2022-23,96,21,,,2023-24,19,3,326000,1
IR-E-C-16486,UG,2018-19,0,0,2019-20,0,2021-22,0,0,0,0
IR-E-C-16486,UG,2019-20,0,0,2020-21,0,2022-23,0,0,0,0
IR-E-C-16486,UG,2020-21,120,0,2021-22,0,2023-24,0,0,0,0
IR-E-C-16615,UG,2017-18,540,218,2018-19,11,2020-21,229,225,250000,2
IR-E-C-16615,UG,2018-19,540,134,2019-20,9,2021-22,141,141,300000,0
IR-E-C-16615,UG,2019-20,540,133,2020-21,5,2022-23,119,105,300000,1
IR-E-C-16515,UG,2012-13,450,310,2013-14,106,2015-16,226,171,200000,11
IR-E-C-16515,UG,2013-14,450,353,2014-15,100,2016-17,221,200,180000,2
IR-E-C-16515,UG,2014-15,510,264,2015-16,64,2017-18,143,101,150000,2
IR-E-C-16515,PG,2014-15,96,43,2015-16,32,,0,0,0,0
IR-E-C-16515,PG,2015-16,96,24,2016-17,23,,0,0,0,0
IR-E-C-16515,PG,2016-17,96,11,2017-18,10,,0,0,0,0
IR-E-C-36969,UG,2018-19,720,736,2019-20,148,2021-22,766,680,500000,85
IR-E-C-36969,UG,2019-20,720,702,2020-21,78,2022-23,713,646,578000,62
IR-E-C-36969,UG,2020-21,720,594,2021-22,170,2023-24,751,660,680000,85
IR-E-C-36969,PG,2020-21,180,36,,,2021-22,33,20,470000,3
IR-E-C-36969,PG,2021-22,162,75,,,2022-23,34,22,470000,2
IR-E-C-36969,PG,2022-23,126,66,,,2023-24,65,21,500000,2
IR-E-C-36990,UG,2017-18,474,278,2018-19,21,2020-21,195,136,218000,8
IR-E-C-36990,UG,2018-19,360,91,2019-20,13,2021-22,83,81,300000,2
IR-E-C-36990,UG,2019-20,270,53,2020-21,2,2022-23,50,47,300000,3
IR-E-C-27076,UG,2017-18,360,163,2018-19,2,2020-21,69,26,300000,3
IR-E-C-27076,UG,2018-19,360,33,2019-20,13,2021-22,23,19,300000,1
IR-E-C-27076,UG,2019-20,240,10,2020-21,6,2022-23,11,7,180000,2
IR-E-C-27076,PG,2019-20,66,25,,,2020-21,4,2,200000,0
IR-E-C-27076,PG,2020-21,66,14,,,2021-22,4,2,200000,0
IR-E-C-27076,PG,2021-22,36,16,,,2022-23,15,13,200000,0
IR-O-C-36937,UG,2018-19,1080,878,2019-20,40,2021-22,624,492,300000,78
IR-O-C-36937,UG,2019-20,900,548,2020-21,9,2022-23,334,295,250000,19
IR-O-C-36937,UG,2020-21,1080,566,2021-22,15,2023-24,420,384,200000,29
IR-O-C-36937,PG,2020-21,228,85,,,2021-22,56,7,252000,0
IR-O-C-36937,PG,2021-22,288,251,,,2022-23,76,62,300000,0
IR-O-C-36937,PG,2022-23,372,273,,,2023-24,105,31,550000,0
IR-O-C-37031,UG,2018-19,450,109,2019-20,5,2021-22,67,52,400000,2
IR-O-C-37031,UG,2019-20,360,53,2020-21,0,2022-23,35,30,250000,4
IR-O-C-37031,UG,2020-21,360,31,2021-22,12,2023-24,27,27,260000,0
IR-O-C-37031,PG,2020-21,87,15,,,2021-22,14,10,350000,0
IR-O-C-37031,PG,2021-22,87,31,,,2022-23,26,16,300000,0
IR-O-C-37031,PG,2022-23,87,29,,,2023-24,25,8,250000,0
IR-M-C-16488,PG,2016-17,60,14,,,2017-18,14,9,280000,0
IR-M-C-16488,PG,2017-18,60,42,,,2018-19,34,4,280000,0
IR-M-C-16488,PG,2018-19,60,26,,,2019-20,14,3,272000,0
IR-E-C-16554,UG,2019-20,390,200,2020-21,6,2022-23,190,166,325000,18
IR-E-C-16554,UG,2020-21,390,201,2021-22,6,2023-24,134,131,336000,3
IR-E-C-16554,UG,2021-22,390,366,2022-23,3,2024-25,295,274,350000,1
IR-E-C-37105,UG,2019-20,1320,658,2020-21,96,2022-23,650,552,320000,30
IR-E-C-37105,UG,2020-21,960,517,2021-22,188,2023-24,553,501,360000,32
IR-E-C-37105,UG,2021-22,900,650,2022-23,109,2024-25,642,502,375000,26
IR-E-C-37105,PG,2021-22,93,17,,,2022-23,17,6,320000,0
IR-E-C-37105,PG,2022-23,120,85,,,2023-24,77,63,320000,5
IR-E-C-37105,PG,2023-24,120,89,,,2024-25,75,56,350000,6
IR-E-C-16521,UG,2019-20,520,98,2020-21,8,2022-23,80,65,340000,15
IR-E-C-16521,UG,2020-21,300,101,2021-22,22,2023-24,80,70,450000,10
IR-E-C-16521,PG,2021-22,114,63,,,2022-23,48,40,640000,6
IR-E-C-16521,PG,2022-23,150,11,,,2023-24,9,8,700000,0
IR-E-C-16580,UG,2019-20,480,128,2020-21,59,2022-23,86,70,420000,0
IR-E-C-16580,UG,2020-21,480,119,2021-22,268,2023-24,101,49,280000,10
IR-E-C-16580,UG,2021-22,180,111,2022-23,49,2024-25,98,54,360000,1
IR-E-C-16580,PG,2021-22,60,59,,,2022-23,23,20,500000,0
IR-E-C-16580,PG,2022-23,90,86,,,2023-24,25,20,300000,0
IR-E-C-16580,PG,2023-24,90,86,,,2024-25,57,30,500000,0
IR-E-C-27076,UG,2020-21,240,119,2021-22,55,2023-24,153,75,240000,3
IR-E-C-27076,UG,2021-22,240,164,2022-23,3,2024-25,151,56,290000,5
IR-E-C-27076,PG,2022-23,36,27,,,2023-24,27,20,190000,0
IR-E-C-27076,PG,2023-24,36,11,,,2024-25,11,9,170000,0
IR-E-C-25066,UG,2019-20,360,81,2020-21,3,2022-23,59,54,300000,5
IR-E-C-25066,UG,2020-21,360,231,2021-22,12,2023-24,80,70,320000,10
IR-E-C-25066,UG,2021-22,420,149,2022-23,2,2024-25,102,89,320000,13
IR-E-C-25066,PG,2021-22,18,4,,,2022-23,2,2,400000,0
IR-E-C-25066,PG,2022-23,18,2,,,2023-24,1,1,420000,0
IR-E-C-25066,PG,2023-24,18,5,,,2024-25,5,5,420000,0
IR-E-C-26785,UG,2020-21,690,380,2021-22,96,2023-24,435,180,300000,5
IR-E-C-26785,UG,2021-22,540,467,2022-23,96,2024-25,451,338,300000,5
IR-E-C-26785,PG,2022-23,30,4,,,2023-24,4,2,200000,0
IR-E-C-26785,PG,2023-24,30,2,,,2024-25,2,1,200000,0
IR-E-C-26797,UG,2020-21,450,58,2021-22,76,2023-24,53,49,300000,3
IR-E-C-26797,UG,2021-22,450,101,2022-23,53,2024-25,86,50,250000,4
IR-E-C-26797,PG,2022-23,13,4,,,2023-24,0,0,0,0
IR-E-C-26797,PG,2023-24,7,0,,,2024-25,0,0,0,0
IR-E-C-16488,UG,2019-20,480,171,2020-21,14,2022-23,159,127,300000,11
IR-E-C-16488,UG,2020-21,540,137,2021-22,16,2023-24,147,83,300000,6
IR-E-C-16488,UG,2021-22,300,197,2022-23,14,2024-25,154,131,300000,9
IR-E-C-16488,PG,2021-22,36,12,,,2022-23,10,0,0,0
IR-E-C-16488,PG,2022-23,24,0,,,2023-24,0,0,0,0
IR-E-C-16488,PG,2023-24,24,0,,,2024-25,0,0,0,0
IR-E-C-26795,UG,2020-21,555,232,2021-22,32,2023-24,184,140,550000,33
IR-E-C-26795,UG,2021-22,525,207,2022-23,37,2024-25,218,76,420000,22
IR-E-C-26795,PG,2022-23,126,93,,,2023-24,69,54,350000,0
IR-E-C-26795,PG,2023-24,126,114,,,2024-25,95,37,450000,0
IR-E-C-27041,UG,2021-22,570,333,2022-23,74,2024-25,277,255,560000,15
IR-E-C-27041,PG,2023-24,168,133,,,2024-25,60,58,600000,2
IR-E-C-16526,UG,2018-19,360,52,2019-20,2,2021-22,51,46,300000,2
IR-E-C-16526,UG,2019-20,300,86,2020-21,0,2022-23,75,72,450000,3
IR-E-C-16526,UG,2020-21,330,135,2021-22,2,2023-24,85,80,500000,5
IR-E-C-16526,PG,2020-21,36,1,,,2021-22,1,1,400000,0
IR-E-C-16526,PG,2021-22,36,4,,,2022-23,4,4,500000,0
IR-E-C-16526,PG,2022-23,36,5,,,2023-24,5,5,500000,0
IR-E-C-25028,UG,2020-21,420,336,2021-22,87,2023-24,172,166,420000,6
IR-E-C-25028,UG,2021-22,420,324,2022-23,53,2024-25,197,191,430000,6
IR-E-C-25028,PG,2022-23,18,5,,,2023-24,4,4,520000,0
IR-E-C-25028,PG,2023-24,27,6,,,2024-25,3,3,520000,0
IR-E-C-26807,UG,2020-21,300,228,2021-22,20,2023-24,94,64,245000,0
IR-E-C-26807,UG,2021-22,360,188,2022-23,7,2024-25,161,145,712714,12
IR-E-C-26807,PG,2022-23,45,4,,,2023-24,4,0,0,0
IR-E-C-26807,PG,2023-24,45,2,,,2024-25,2,2,450000,0
IR-E-C-16541,UG,2019-20,600,106,2020-21,13,2022-23,60,46,350000,8
IR-E-C-16541,UG,2020-21,420,126,2021-22,24,2023-24,94,92,360000,2
IR-E-C-16541,UG,2021-22,240,207,2022-23,12,2024-25,160,158,400000,2
IR-E-C-16541,PG,2021-22,36,17,,,2022-23,13,12,250000,1
IR-E-C-16541,PG,2022-23,36,20,,,2023-24,13,9,300000,2
IR-E-C-16541,PG,2023-24,36,23,,,2024-25,22,19,350000,2
IR-O-C-24992,UG,2018-19,480,259,2019-20,30,2021-22,251,39,311282,9
IR-O-C-24992,UG,2019-20,480,174,2020-21,137,2022-23,176,145,50000,5
IR-O-C-24992,UG,2020-21,480,194,2021-22,41,2023-24,177,143,350000,4
IR-O-C-24992,PG,2020-21,117,46,,,2021-22,33,9,240000,1
IR-O-C-24992,PG,2021-22,81,51,,,2022-23,45,24,324000,0
IR-O-C-24992,PG,2022-23,57,44,,,2023-24,38,32,280000,0
IR-O-C-37031,UG,2021-22,300,92,2022-23,11,2024-25,58,50,300000,2
IR-O-C-37031,PG,2023-24,87,30,,,2024-25,20,17,220000,0
