nirf_id,program_level,program_duration,academic_year,sanctioned_intake
IR-E-C-25016,UG,4 Years,2020-21,270
IR-E-C-25016,PG,2 Years,2023-24,18
IR-E-C-25016,PG,2 Years,2022-23,18
IR-E-C-25007,UG,4 Years,2023-24,420
IR-E-C-25007,UG,4 Years,2022-23,420
IR-E-C-25007,UG,4 Years,2021-22,420
IR-E-C-25007,UG,4 Years,2020-21,420
IR-E-C-25007,PG,2 Years,2023-24,18
IR-E-C-25007,PG,2 Years,2022-23,18
IR-E-C-25028,UG,4 Years,2022-23,600
IR-E-C-25028,UG,4 Years,2021-22,420
IR-E-C-25028,UG,4 Years,2020-21,420
IR-E-C-25028,UG,4 Years,2019-20,420
IR-E-C-25028,PG,2 Years,2022-23,18
IR-E-C-25028,PG,2 Years,2021-22,18
IR-E-C-25004,UG,4 Years,2024-25,450
IR-E-C-25004,UG,4 Years,2023-24,450
IR-E-C-25004,UG,4 Years,2022-23,540
IR-E-C-25004,UG,4 Years,2021-22,540
IR-E-C-24993,UG,4 Years,2023-24,474
IR-E-C-24993,UG,4 Years,2022-23,480
IR-E-C-24993,UG,4 Years,2021-22,480
IR-E-C-24993,UG,4 Years,2020-21,516
IR-E-C-24993,PG,2 Years,2023-24,60
IR-E-C-24993,PG,2 Years,2022-23,60
IR-E-C-24984,UG,4 Years,2023-24,1440
IR-E-C-24984,UG,4 Years,2022-23,1440
IR-E-C-24984,UG,4 Years,2021-22,1440
IR-E-C-24984,UG,4 Years,2020-21,1380
IR-E-C-24984,PG,2 Years,2023-24,63
IR-E-C-24984,PG,2 Years,2022-23,72
IR-E-C-50925,UG,4 Years,2023-24,420
IR-E-C-50925,UG,4 Years,2022-23,360
IR-E-C-50925,UG,4 Years,2021-22,360
IR-E-C-50925,UG,4 Years,2020-21,420
IR-E-C-25012,UG,4 Years,2023-24,690
IR-E-C-25012,UG,4 Years,2022-23,690
IR-E-C-25012,UG,4 Years,2021-22,690
IR-E-C-25012,UG,4 Years,2020-21,690
IR-E-C-25012,PG,2 Years,2023-24,282
IR-E-C-25012,PG,2 Years,2022-23,270
IR-E-C-25046,UG,4 Years,2023-24,600
IR-E-C-25046,UG,4 Years,2022-23,600
IR-E-C-25046,UG,4 Years,2021-22,420
IR-E-C-25046,UG,4 Years,2020-21,420
IR-E-U-0443,UG,4 Years,2023-24,1080
IR-E-U-0443,UG,4 Years,2022-23,1080
IR-E-U-0443,UG,4 Years,2021-22,1020
IR-E-U-0443,UG,4 Years,2020-21,1380
IR-E-U-0443,PG,2 Years,2023-24,216
IR-E-U-0443,PG,2 Years,2022-23,216
IR-E-C-25010,UG,4 Years,2023-24,390
IR-E-C-25010,UG,4 Years,2022-23,450
IR-E-C-25010,UG,4 Years,2021-22,510
IR-E-C-25010,UG,4 Years,2020-21,300
IR-E-C-25010,PG,2 Years,2023-24,132
IR-E-C-25010,PG,2 Years,2022-23,72
IR-E-C-25006,UG,4 Years,2024-25,720
IR-E-C-25006,UG,4 Years,2023-24,720
IR-E-C-25006,UG,4 Years,2022-23,720
IR-E-C-25006,UG,4 Years,2021-22,600
IR-E-C-25006,PG,2 Years,2024-25,24
IR-E-C-25006,PG,2 Years,2023-24,24
IR-E-C-25022,UG,4 Years,2023-24,360
IR-E-C-25022,UG,4 Years,2022-23,330
IR-E-C-25022,UG,4 Years,2021-22,300
IR-E-C-25022,UG,4 Years,2020-21,360
IR-E-C-16537,UG,4 Years,2024-25,1500
IR-E-C-16537,UG,4 Years,2023-24,1440
IR-E-C-16537,UG,4 Years,2022-23,1440
IR-E-C-16537,UG,4 Years,2021-22,1260
IR-E-C-16537,PG,2 Years,2024-25,18
IR-E-C-16537,PG,2 Years,2023-24,18
IR-E-I-1119,UG,4 Years,2023-24,360
IR-E-I-1119,UG,4 Years,2022-23,300
IR-E-I-1119,UG,4 Years,2021-22,240
IR-E-I-1119,UG,4 Years,2020-21,240
IR-E-I-1119,PG,2 Years,2023-24,126
IR-E-I-1119,PG,2 Years,2022-23,78
IR-E-C-25043,UG,4 Years,2022-23,390
IR-E-C-25043,UG,4 Years,2021-22,390
IR-E-C-25043,UG,4 Years,2020-21,390
IR-E-C-25043,UG,4 Years,2019-20,390
IR-E-C-25043,PG,2 Years,2022-23,36
IR-E-C-25043,PG,2 Years,2021-22,36
IR-E-C-25031,UG,4 Years,2023-24,330
IR-E-C-25031,UG,4 Years,2022-23,300
IR-E-C-25031,UG,4 Years,2021-22,300
IR-E-C-25031,UG,4 Years,2020-21,360
IR-E-C-25069,UG,4 Years,2023-24,420
IR-E-C-25069,UG,4 Years,2022-23,420
IR-E-C-25069,UG,4 Years,2021-22,420
IR-E-C-25069,UG,4 Years,2020-21,420
IR-E-C-25069,PG,2 Years,2023-24,90
IR-E-C-25069,PG,2 Years,2022-23,90
IR-E-C-16503,UG,4 Years,2023-24,480
IR-E-C-16503,UG,4 Years,2022-23,420
IR-E-C-16503,UG,4 Years,2021-22,360
IR-E-C-16503,UG,4 Years,2020-21,450
IR-E-C-16503,PG,2 Years,2023-24,114
IR-E-C-16503,PG,2 Years,2022-23,114
IR-E-C-25005,UG,4 Years,2023-24,360
IR-E-C-25005,UG,4 Years,2022-23,240
IR-E-C-25005,UG,4 Years,2021-22,240
IR-E-C-25005,UG,4 Years,2020-21,240
IR-E-C-25005,PG,2 Years,2023-24,120
IR-E-C-25005,PG,2 Years,2022-23,120
IR-E-C-25062,UG,4 Years,2024-25,300
IR-E-C-25062,UG,4 Years,2023-24,300
IR-E-C-25062,UG,4 Years,2022-23,240
IR-E-C-25062,UG,4 Years,2021-22,240
IR-E-C-25038,UG,4 Years,2023-24,420
IR-E-C-25038,UG,4 Years,2022-23,420
IR-E-C-25038,UG,4 Years,2021-22,420
IR-E-C-25038,UG,4 Years,2020-21,480
IR-E-C-25038,PG,2 Years,2023-24,36
IR-E-C-25038,PG,2 Years,2022-23,45
IR-E-C-25024,UG,4 Years,2023-24,360
IR-E-C-25024,UG,4 Years,2022-23,360
IR-E-C-25024,UG,4 Years,2021-22,360
IR-E-C-25024,UG,4 Years,2020-21,360
IR-E-C-25024,PG,2 Years,2023-24,27
IR-E-C-25024,PG,2 Years,2022-23,36
IR-E-C-27035,UG,4 Years,2024-25,480
IR-E-C-27035,UG,4 Years,2023-24,480
IR-E-C-27035,UG,4 Years,2022-23,480
IR-E-C-27035,UG,4 Years,2021-22,540
IR-E-C-48273,UG,4 Years,2023-24,540
IR-E-C-48273,UG,4 Years,2022-23,540
IR-E-C-48273,UG,4 Years,2021-22,540
IR-E-C-48273,UG,4 Years,2020-21,540
IR-E-C-48273,PG,2 Years,2023-24,276
IR-E-C-48273,PG,2 Years,2022-23,156
IR-E-C-60622,UG,4 Years,2023-24,420
IR-E-C-60622,UG,4 Years,2022-23,360
IR-E-C-60622,UG,4 Years,2021-22,300
IR-E-C-60622,UG,4 Years,2020-21,300
IR-E-C-60622,PG,2 Years,2023-24,48
IR-E-C-60622,PG,2 Years,2022-23,48
IR-E-C-49144,UG,4 Years,2023-24,660
IR-E-C-49144,UG,4 Years,2022-23,660
IR-E-C-49144,UG,4 Years,2021-22,420
IR-E-C-49144,UG,4 Years,2020-21,420
IR-E-C-27074,UG,4 Years,2023-24,300
IR-E-C-27074,UG,4 Years,2022-23,300
IR-E-C-27074,UG,4 Years,2021-22,300
IR-E-C-27074,UG,4 Years,2020-21,300
IR-E-C-27074,PG,2 Years,2023-24,48
IR-E-C-27074,PG,2 Years,2022-23,48
IR-E-C-27064,UG,4 Years,2022-23,1200
IR-E-C-27064,UG,4 Years,2021-22,1200
IR-E-C-27064,UG,4 Years,2020-21,1200
IR-E-C-27064,UG,4 Years,2019-20,1080
IR-E-C-27064,PG,2 Years,2022-23,90
IR-E-C-27064,PG,2 Years,2021-22,90
IR-E-C-27071,UG,4 Years,2023-24,360
IR-E-C-27071,UG,4 Years,2022-23,360
IR-E-C-27071,UG,4 Years,2021-22,420
IR-E-C-27071,UG,4 Years,2020-21,420
IR-E-C-16620,UG,4 Years,2023-24,2940
IR-E-C-16620,UG,4 Years,2022-23,2400
IR-E-C-16620,UG,4 Years,2021-22,1620
IR-E-C-16620,UG,4 Years,2020-21,1620
IR-E-C-16620,PG,2 Years,2023-24,36
IR-E-C-16620,PG,2 Years,2022-23,36
IR-E-C-27061,UG,4 Years,2023-24,480
IR-E-C-27061,UG,4 Years,2022-23,480
IR-E-C-27061,UG,4 Years,2021-22,480
IR-E-C-27061,UG,4 Years,2020-21,480
IR-E-C-27061,PG,2 Years,2023-24,246
IR-E-C-27061,PG,2 Years,2022-23,186
IR-E-C-27093,UG,4 Years,2023-24,450
IR-E-C-27093,UG,4 Years,2022-23,450
IR-E-C-27093,UG,4 Years,2021-22,540
IR-E-C-27093,UG,4 Years,2020-21,540
IR-E-C-27093,PG,2 Years,2023-24,237
IR-E-C-27093,PG,2 Years,2022-23,246
IR-E-C-27038,UG,4 Years,2023-24,270
IR-E-C-27038,UG,4 Years,2022-23,210
IR-E-C-27038,UG,4 Years,2021-22,210
IR-E-C-27038,UG,4 Years,2020-21,210
IR-E-C-27038,PG,2 Years,2023-24,12
IR-E-C-16626,UG,4 Years,2023-24,2130
IR-E-C-16626,UG,4 Years,2022-23,1890
IR-E-C-16626,UG,4 Years,2021-22,1830
IR-E-C-16626,PG,2 Years,2023-24,120
IR-E-C-16626,PG,2 Years,2022-23,120
IR-E-C-27091,UG,4 Years,2023-24,780
IR-E-C-27091,UG,4 Years,2022-23,720
IR-E-C-27091,UG,4 Years,2021-22,720
IR-E-C-27091,UG,4 Years,2020-21,660
IR-E-C-27091,PG,2 Years,2023-24,132
IR-E-C-27091,PG,2 Years,2022-23,132
IR-E-C-27075,UG,4 Years,2024-25,720
IR-E-C-27075,UG,4 Years,2023-24,660
IR-E-C-27075,UG,4 Years,2022-23,630
IR-E-C-27075,UG,4 Years,2021-22,510
IR-E-C-27075,PG,2 Years,2024-25,12
IR-E-C-27075,PG,2 Years,2023-24,18
IR-E-C-27058,UG,4 Years,2023-24,1080
IR-E-C-27058,UG,4 Years,2022-23,960
IR-E-C-27058,UG,4 Years,2021-22,960
IR-E-C-27058,UG,4 Years,2020-21,1020
IR-E-C-27058,PG,2 Years,2023-24,42
IR-E-C-27058,PG,2 Years,2022-23,105
IR-E-C-27041,UG,4 Years,2023-24,570
IR-E-C-27041,UG,4 Years,2022-23,570
IR-E-C-27041,UG,4 Years,2021-22,570
IR-E-C-27041,UG,4 Years,2020-21,600
IR-E-C-27041,PG,2 Years,2023-24,168
IR-E-C-27041,PG,2 Years,2022-23,168
IR-E-C-27082,UG,4 Years,2023-24,570
IR-E-C-27082,UG,4 Years,2022-23,570
IR-E-C-27082,UG,4 Years,2021-22,510
IR-E-C-27082,UG,4 Years,2020-21,570
IR-E-C-27082,PG,2 Years,2023-24,90
IR-E-C-27082,PG,2 Years,2022-23,90
IR-E-C-6580,UG,4 Years,2023-24,390
IR-E-C-6580,UG,4 Years,2022-23,390
IR-E-C-6580,UG,4 Years,2021-22,400
IR-E-C-6580,UG,4 Years,2020-21,600
IR-E-C-6580,PG,2 Years,2023-24,58
IR-E-C-6580,PG,2 Years,2022-23,58
IR-E-C-27095,UG,4 Years,2023-24,300
IR-E-C-27095,UG,4 Years,2022-23,300
IR-E-C-27095,UG,4 Years,2021-22,300
IR-E-C-27095,UG,4 Years,2020-21,300
IR-E-C-27077,UG,4 Years,2023-24,600
IR-E-C-27077,UG,4 Years,2022-23,600
IR-E-C-27077,UG,4 Years,2021-22,540
IR-E-C-27077,UG,4 Years,2020-21,540
IR-E-C-27077,PG,2 Years,2023-24,105
IR-E-C-27077,PG,2 Years,2022-23,168
IR-E-C-27084,UG,4 Years,2023-24,250
IR-E-C-27084,UG,4 Years,2022-23,280
IR-E-C-27084,UG,4 Years,2021-22,280
IR-E-C-27084,UG,4 Years,2020-21,280
IR-E-C-27032,UG,4 Years,2023-24,420
IR-E-C-27032,UG,4 Years,2022-23,360
IR-E-C-27032,UG,4 Years,2021-22,420
IR-E-C-27032,UG,4 Years,2020-21,600
IR-E-C-27032,PG,2 Years,2023-24,105
IR-E-C-27032,PG,2 Years,2022-23,114
IR-E-C-16590,UG,4 Years,2024-25,1650
IR-E-C-16590,UG,4 Years,2023-24,1500
IR-E-C-16590,UG,4 Years,2022-23,1260
IR-E-C-16590,UG,4 Years,2021-22,1260
IR-E-C-16590,PG,2 Years,2024-25,36
IR-E-C-16590,PG,2 Years,2023-24,144
IR-E-C-27087,UG,4 Years,2022-23,540
IR-E-C-27087,UG,4 Years,2021-22,540
IR-E-C-27087,UG,4 Years,2020-21,540
IR-E-C-27087,UG,4 Years,2019-20,540
IR-E-C-27087,PG,2 Years,2022-23,18
IR-E-C-27087,PG,2 Years,2021-22,18
IR-E-C-27051,UG,4 Years,2023-24,360
IR-E-C-27051,UG,4 Years,2022-23,300
IR-E-C-27051,UG,4 Years,2021-22,300
IR-E-C-27051,UG,4 Years,2020-21,360
IR-E-C-26794,UG,4 Years,2023-24,1029
IR-E-C-26794,UG,4 Years,2022-23,885
IR-E-C-26794,UG,4 Years,2021-22,840
IR-E-C-26794,UG,4 Years,2020-21,840
IR-E-C-26794,PG,2 Years,2023-24,72
IR-E-C-26794,PG,2 Years,2022-23,118
IR-E-C-51677,UG,4 Years,2023-24,300
IR-E-C-51677,UG,4 Years,2022-23,300
IR-E-C-51677,UG,4 Years,2021-22,300
IR-E-C-51677,UG,4 Years,2020-21,300
IR-E-C-16491,UG,5 Years,2022-23,60
IR-E-C-16491,UG,5 Years,2021-22,60
IR-E-C-16491,UG,5 Years,2020-21,60
IR-E-C-16491,UG,4 Years,2019-20,660
IR-E-C-16491,PG,2 Years,2022-23,90
IR-E-C-16491,PG,2 Years,2021-22,180
IR-E-C-45320,UG,4 Years,2023-24,540
IR-E-C-45320,UG,4 Years,2022-23,360
IR-E-C-45320,UG,4 Years,2021-22,360
IR-E-C-45320,UG,4 Years,2020-21,540
IR-E-C-45320,PG,2 Years,2023-24,36
IR-E-C-45320,PG,2 Years,2022-23,36
IR-E-C-49137,UG,4 Years,2024-25,360
IR-E-C-49137,UG,4 Years,2023-24,360
IR-E-C-49137,UG,4 Years,2022-23,300
IR-E-C-49137,UG,4 Years,2021-22,300
IR-E-C-26811,UG,4 Years,2023-24,360
IR-E-C-26811,UG,4 Years,2022-23,360
IR-E-C-26811,UG,4 Years,2021-22,360
IR-E-C-26811,UG,4 Years,2020-21,360
IR-E-C-26811,PG,2 Years,2023-24,69
IR-E-C-26811,PG,2 Years,2022-23,78
IR-E-C-56319,UG,4 Years,2024-25,360
IR-E-C-56319,UG,4 Years,2023-24,360
IR-E-C-56319,UG,4 Years,2022-23,360
IR-E-C-56319,UG,4 Years,2021-22,360
IR-E-C-56319,PG,2 Years,2024-25,27
IR-E-C-56319,PG,2 Years,2023-24,27
IR-E-C-26789,UG,4 Years,2023-24,420
IR-E-C-26789,UG,4 Years,2022-23,420
IR-E-C-26789,UG,4 Years,2021-22,420
IR-E-C-26789,UG,4 Years,2020-21,420
IR-E-C-26789,PG,2 Years,2023-24,108
IR-E-C-26789,PG,2 Years,2022-23,108
IR-E-C-26785,UG,4 Years,2022-23,540
IR-E-C-26785,UG,4 Years,2021-22,540
IR-E-C-26785,UG,4 Years,2020-21,690
IR-E-C-26785,UG,4 Years,2019-20,690
IR-E-C-26785,PG,2 Years,2022-23,30
IR-E-C-26785,PG,2 Years,2021-22,30
IR-E-C-26795,UG,4 Years,2022-23,705
IR-E-C-26795,UG,4 Years,2021-22,525
IR-E-C-26795,UG,4 Years,2020-21,555
IR-E-C-26795,UG,4 Years,2019-20,555
IR-E-C-26795,PG,2 Years,2022-23,126
IR-E-C-26795,PG,2 Years,2021-22,126
IR-E-C-26783,UG,4 Years,2023-24,1170
IR-E-C-26783,UG,4 Years,2022-23,1170
IR-E-C-26783,UG,4 Years,2021-22,1170
IR-E-C-26783,UG,4 Years,2020-21,1290
IR-E-C-26783,PG,2 Years,2023-24,60
IR-E-C-26783,PG,2 Years,2022-23,72
IR-E-C-16572,UG,4 Years,2023-24,1050
IR-E-C-16572,UG,4 Years,2022-23,1050
IR-E-C-16572,UG,4 Years,2021-22,1110
IR-E-C-16572,UG,4 Years,2020-21,1110
IR-E-C-16572,PG,2 Years,2023-24,72
IR-E-C-16572,PG,2 Years,2022-23,72
IR-E-C-26814,UG,4 Years,2023-24,330
IR-E-C-26814,UG,4 Years,2022-23,300
IR-E-C-26814,UG,4 Years,2021-22,210
IR-E-C-26814,UG,4 Years,2020-21,300
IR-E-C-26814,PG,2 Years,2023-24,36
IR-E-C-26814,PG,2 Years,2022-23,36
IR-E-C-26808,UG,4 Years,2023-24,360
IR-E-C-26808,UG,4 Years,2022-23,310
IR-E-C-26808,UG,4 Years,2021-22,310
IR-E-C-26808,UG,4 Years,2020-21,310
IR-E-C-26808,PG,2 Years,2023-24,114
IR-E-C-26808,PG,2 Years,2022-23,114
IR-E-C-26807,UG,4 Years,2022-23,300
IR-E-C-26807,UG,4 Years,2021-22,360
IR-E-C-26807,UG,4 Years,2020-21,300
IR-E-C-26807,UG,4 Years,2019-20,300
IR-E-C-26807,PG,2 Years,2022-23,45
IR-E-C-26807,PG,2 Years,2021-22,63
IR-E-C-26784,UG,4 Years,2023-24,330
IR-E-C-26784,UG,4 Years,2022-23,330
IR-E-C-26784,UG,4 Years,2021-22,330
IR-E-C-26784,UG,4 Years,2020-21,330
IR-E-C-26784,PG,2 Years,2023-24,114
IR-E-C-26784,PG,2 Years,2022-23,54
IR-E-C-26781,UG,4 Years,2023-24,660
IR-E-C-26781,UG,4 Years,2022-23,600
IR-E-C-26781,UG,4 Years,2021-22,510
IR-E-C-26781,UG,4 Years,2020-21,510
IR-E-C-26781,PG,2 Years,2023-24,45
IR-E-C-26781,PG,2 Years,2022-23,45
IR-E-C-16594,UG,4 Years,2022-23,180
IR-E-C-16594,UG,4 Years,2021-22,120
IR-E-C-16594,UG,4 Years,2020-21,120
IR-E-C-16594,UG,4 Years,2019-20,60
IR-E-C-26797,UG,4 Years,2022-23,450
IR-E-C-26797,UG,4 Years,2021-22,450
IR-E-C-26797,UG,4 Years,2020-21,450
IR-E-C-26797,UG,4 Years,2019-20,450
IR-E-C-26797,PG,2 Years,2022-23,13
IR-E-C-26797,PG,2 Years,2021-22,13
IR-E-C-16518,UG,4 Years,2023-24,300
IR-E-C-16518,UG,4 Years,2022-23,300
IR-E-C-16518,UG,4 Years,2021-22,300
IR-E-C-16518,UG,4 Years,2020-21,360
IR-E-C-16550,UG,4 Years,2023-24,660
IR-E-C-16550,UG,4 Years,2022-23,570
IR-E-C-16550,UG,4 Years,2021-22,510
IR-E-C-16550,UG,4 Years,2020-21,510
IR-E-C-16465,UG,4 Years,2024-25,450
IR-E-C-16465,UG,4 Years,2023-24,360
IR-E-C-16465,UG,4 Years,2022-23,360
IR-E-C-16465,UG,4 Years,2021-22,300
IR-E-C-16619,UG,4 Years,2024-25,360
IR-E-C-16619,UG,4 Years,2023-24,300
IR-E-C-16619,UG,4 Years,2022-23,300
IR-E-C-16619,UG,4 Years,2021-22,330
IR-E-C-16619,PG,2 Years,2024-25,87
IR-E-C-16619,PG,2 Years,2023-24,87
IR-E-C-16571,UG,4 Years,2023-24,360
IR-E-C-16571,UG,4 Years,2022-23,360
IR-E-C-16571,UG,4 Years,2021-22,360
IR-E-C-16571,UG,4 Years,2020-21,360
IR-E-C-16571,PG,2 Years,2023-24,27
IR-E-C-16571,PG,2 Years,2022-23,27
IR-E-C-16539,UG,4 Years,2021-22,540
IR-E-C-16539,UG,4 Years,2020-21,570
IR-E-C-16539,UG,4 Years,2019-20,630
IR-E-C-16539,UG,4 Years,2018-19,960
IR-E-C-16539,PG,2 Years,2021-22,96
IR-E-C-16539,PG,2 Years,2020-21,150
IR-E-C-16560,UG,4 Years,2023-24,1140
IR-E-C-16560,UG,4 Years,2022-23,1140
IR-E-C-16560,UG,4 Years,2021-22,1080
IR-E-C-16560,UG,4 Years,2020-21,1080
IR-E-C-16560,PG,2 Years,2023-24,45
IR-E-C-16560,PG,2 Years,2022-23,90
IR-E-C-16618,UG,4 Years,2023-24,630
IR-E-C-16618,UG,4 Years,2022-23,630
IR-E-C-16618,UG,4 Years,2021-22,510
IR-E-C-16618,UG,4 Years,2020-21,540
IR-E-C-16618,PG,2 Years,2023-24,87
IR-E-C-16618,PG,2 Years,2022-23,87
IR-E-C-16525,UG,4 Years,2018-19,558
IR-E-C-16525,UG,4 Years,2017-18,558
IR-E-C-16525,UG,4 Years,2016-17,648
IR-E-C-16525,UG,4 Years,2015-16,780
IR-E-C-16525,PG,2 Years,2018-19,18
IR-E-C-16525,PG,2 Years,2017-18,18
IR-E-C-16480,UG,4 Years,2023-24,480
IR-E-C-16480,UG,4 Years,2022-23,480
IR-E-C-16480,UG,4 Years,2021-22,480
IR-E-C-16480,UG,4 Years,2020-21,420
IR-E-C-16480,PG,2 Years,2023-24,18
IR-E-C-16480,PG,2 Years,2022-23,18
IR-E-C-16611,UG,4 Years,2023-24,810
IR-E-C-16611,UG,4 Years,2022-23,660
IR-E-C-16611,UG,4 Years,2021-22,630
IR-E-C-16611,UG,4 Years,2020-21,630
IR-E-C-16604,UG,4 Years,2023-24,840
IR-E-C-16604,UG,4 Years,2022-23,840
IR-E-C-16604,UG,4 Years,2021-22,780
IR-E-C-16604,UG,4 Years,2020-21,780
IR-E-C-16604,PG,2 Years,2023-24,162
IR-E-C-16604,PG,2 Years,2022-23,180
IR-E-I-1078,UG,4 Years,2023-24,660
IR-E-I-1078,UG,4 Years,2022-23,600
IR-E-I-1078,UG,4 Years,2021-22,690
IR-E-I-1078,UG,4 Years,2020-21,720
IR-E-I-1078,PG,2 Years,2023-24,18
IR-E-I-1078,PG,2 Years,2022-23,81
IR-E-C-16617,UG,4 Years,2023-24,828
IR-E-C-16617,UG,4 Years,2022-23,828
IR-E-C-16617,UG,4 Years,2021-22,660
IR-E-C-16617,UG,4 Years,2020-21,660
IR-E-C-16530,UG,4 Years,2023-24,480
IR-E-C-16530,UG,4 Years,2022-23,480
IR-E-C-16530,UG,4 Years,2021-22,480
IR-E-C-16530,UG,4 Years,2020-21,540
IR-E-C-16625,UG,4 Years,2023-24,960
IR-E-C-16625,UG,4 Years,2022-23,780
IR-E-C-16625,UG,4 Years,2021-22,780
IR-E-C-16625,UG,4 Years,2020-21,780
IR-E-C-16625,PG,2 Years,2023-24,72
IR-E-C-16625,PG,2 Years,2022-23,252
IR-E-C-16549,UG,4 Years,2023-24,360
IR-E-C-16549,UG,4 Years,2022-23,300
IR-E-C-16549,UG,4 Years,2021-22,330
IR-E-C-16549,UG,4 Years,2020-21,390
IR-E-C-16549,PG,2 Years,2023-24,72
IR-E-C-16549,PG,2 Years,2022-23,72
IR-E-C-16576,UG,4 Years,2023-24,1440
IR-E-C-16576,UG,4 Years,2022-23,1080
IR-E-C-16576,UG,4 Years,2021-22,840
IR-E-C-16576,UG,4 Years,2020-21,840
IR-E-C-16576,PG,2 Years,2023-24,54
IR-E-C-16576,PG,2 Years,2022-23,54
IR-E-C-16567,UG,4 Years,2022-23,420
IR-E-C-16567,UG,4 Years,2021-22,420
IR-E-C-16567,UG,4 Years,2020-21,420
IR-E-C-16567,UG,4 Years,2019-20,360
IR-E-C-16567,PG,2 Years,2022-23,36
IR-E-C-16567,PG,2 Years,2021-22,36
IR-E-C-16521,UG,4 Years,2021-22,300
IR-E-C-16521,UG,4 Years,2020-21,300
IR-E-C-16521,UG,4 Years,2019-20,520
IR-E-C-16521,UG,4 Years,2018-19,820
IR-E-C-16521,PG,2 Years,2021-22,114
IR-E-C-16521,PG,2 Years,2020-21,99
IR-E-C-16543,UG,4 Years,2023-24,690
IR-E-C-16543,UG,4 Years,2022-23,630
IR-E-C-16543,UG,4 Years,2021-22,750
IR-E-C-16543,UG,4 Years,2020-21,840
IR-E-C-16543,PG,2 Years,2023-24,18
IR-E-C-16543,PG,2 Years,2022-23,27
IR-E-C-16599,UG,4 Years,2023-24,480
IR-E-C-16599,UG,4 Years,2022-23,480
IR-E-C-16599,UG,4 Years,2021-22,480
IR-E-C-16599,UG,4 Years,2020-21,480
IR-E-C-16599,PG,2 Years,2023-24,96
IR-E-C-16599,PG,2 Years,2022-23,96
IR-E-C-16468,UG,4 Years,2023-24,1020
IR-E-C-16468,UG,4 Years,2022-23,840
IR-E-C-16468,UG,4 Years,2021-22,840
IR-E-C-16468,UG,4 Years,2020-21,1020
IR-E-C-16504,UG,4 Years,2019-20,780
IR-E-C-16504,PG,2 Years,2021-22,72
IR-E-C-16577,UG,4 Years,2023-24,640
IR-E-C-16577,UG,4 Years,2022-23,670
IR-E-C-16577,UG,4 Years,2021-22,700
IR-E-C-16577,UG,4 Years,2020-21,700
IR-E-C-16577,PG,2 Years,2023-24,81
IR-E-C-16577,PG,2 Years,2022-23,81
IR-E-C-16541,UG,4 Years,2021-22,240
IR-E-C-16541,UG,4 Years,2020-21,420
IR-E-C-16541,UG,4 Years,2019-20,600
IR-E-C-16541,UG,4 Years,2018-19,600
IR-E-C-16541,PG,2 Years,2021-22,36
IR-E-C-16541,PG,2 Years,2020-21,90
IR-E-C-16624,UG,4 Years,2023-24,930
IR-E-C-16624,UG,4 Years,2022-23,900
IR-E-C-16624,UG,4 Years,2021-22,870
IR-E-C-16624,UG,4 Years,2020-21,1020
IR-E-C-16624,PG,2 Years,2023-24,96
IR-E-C-16624,PG,2 Years,2022-23,96
IR-E-C-16486,UG,4 Years,2023-24,270
IR-E-C-16486,UG,4 Years,2022-23,120
IR-E-C-16486,UG,4 Years,2021-22,120
IR-E-C-16486,UG,4 Years,2020-21,120
IR-E-C-16615,UG,4 Years,2022-23,450
IR-E-C-16615,UG,4 Years,2021-22,450
IR-E-C-16615,UG,4 Years,2020-21,450
IR-E-C-16615,UG,4 Years,2019-20,540
IR-E-C-16515,UG,4 Years,2017-18,450
IR-E-C-16515,UG,4 Years,2016-17,450
IR-E-C-16515,UG,4 Years,2015-16,450
IR-E-C-16515,UG,4 Years,2014-15,510
IR-E-C-16515,PG,2 Years,2017-18,96
IR-E-C-16515,PG,2 Years,2016-17,96
IR-E-C-36969,UG,4 Years,2023-24,720
IR-E-C-36969,UG,4 Years,2022-23,720
IR-E-C-36969,UG,4 Years,2021-22,720
IR-E-C-36969,UG,4 Years,2020-21,720
IR-E-C-36969,PG,2 Years,2023-24,72
IR-E-C-36969,PG,2 Years,2022-23,126
IR-E-C-36990,UG,4 Years,2022-23,300
IR-E-C-36990,UG,4 Years,2021-22,300
IR-E-C-36990,UG,4 Years,2020-21,300
IR-E-C-36990,UG,4 Years,2019-20,270
IR-E-C-27076,UG,4 Years,2022-23,270
IR-E-C-27076,UG,4 Years,2021-22,240
IR-E-C-27076,UG,4 Years,2020-21,240
IR-E-C-27076,UG,4 Years,2019-20,240
IR-E-C-27076,PG,2 Years,2022-23,36
IR-E-C-27076,PG,2 Years,2021-22,36
IR-I-C-49131,UG,4 Years,2023-24,300
IR-I-C-49131,UG,4 Years,2022-23,300
IR-I-C-49131,UG,4 Years,2021-22,300
IR-I-C-49131,UG,4 Years,2020-21,270
IR-O-C-36937,UG,4 Years,2023-24,1140
IR-O-C-36937,UG,4 Years,2022-23,1140
IR-O-C-36937,UG,4 Years,2021-22,1200
IR-O-C-36937,UG,4 Years,2020-21,1080
IR-O-C-36937,PG,2 Years,2023-24,372
IR-O-C-36937,PG,2 Years,2022-23,372
IR-O-C-37031,UG,4 Years,2023-24,360
IR-O-C-37031,UG,4 Years,2022-23,300
IR-O-C-37031,UG,4 Years,2021-22,300
IR-O-C-37031,UG,4 Years,2020-21,360
IR-O-C-37031,PG,2 Years,2023-24,87
